	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after	max_agreement_freq	max_agreement_label
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+28986	1946.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	28986	28989	Verfasser-Ich	Forscher-Ich	Forscher-Ich	Erzähler-Ich	rough_match_15	ität zu vereinheitlichen. In dem zweiten Kapital begreiffe ich die Wirkung der Einbildungskraft von „Ineinsbildung“ und „Individuation“ und dann habe 	ich	 das „Symbol“ der Art von der Darstellung des Absolute erklärt. Deshalb ist es klar geworden, dass die Kräfte von „Ineinsbildung“ und „Individuation“ 	2	Forscher-Ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+1513	1953.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	1513	1516	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	Unterrichtsentwurfs?  4. Literaturverzeichnis 5. Internetquellen      0 Einleitung  In meiner Hausarbeit zum Thema „Philosophieren mit Kindern“ werde 	ich	 zunächst eine grundlegende Einführung in die Philosophie darlegen. Im weiteren Verlauf werde ich die  Philosophie in Religionsunterricht weiterhin au	4	Verfasser-Ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+1610	1954.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	1610	1613	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	sarbeit zum Thema „Philosophieren mit Kindern“ werde ich zunächst eine grundlegende Einführung in die Philosophie darlegen. Im weiteren Verlauf werde 	ich	 die  Philosophie in Religionsunterricht weiterhin ausführen. Zudem beziehe ich mich darauf, wie die Kinder in einer Unterrichtsdiskussion zum Nachden	4	Verfasser-Ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+1689	1955.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	1689	1692	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ende Einführung in die Philosophie darlegen. Im weiteren Verlauf werde ich die  Philosophie in Religionsunterricht weiterhin ausführen. Zudem beziehe 	ich	 mich darauf, wie die Kinder in einer Unterrichtsdiskussion zum Nachdenken gebracht werden können und stelle zudem nochmals drei unterschiedliche Meth	4	Verfasser-Ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+18451	1962.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	18451	18454	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	 Eltern ihren Kindern den Tod verschweigen, sind diese nicht darauf vorbereitet, wenn diese tatsächlich eintritt. Mit dieser Unterrichtsenfwort werde 	ich	 den Begriff Tod den Kinder verständlich machen. Im weiteren werde ich zeigen wie man mit einigen Anregungen einen durchdachten Gespräch in der Klasse	4	Verfasser-Ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+18521	1963.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	18521	18524	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	rbereitet, wenn diese tatsächlich eintritt. Mit dieser Unterrichtsenfwort werde ich den Begriff Tod den Kinder verständlich machen. Im weiteren werde 	ich	 zeigen wie man mit einigen Anregungen einen durchdachten Gespräch in der Klasse halten kann.  In der Gesamtheit gilt es die Bedeutung vom Tod zu erfa	4	Verfasser-Ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+7172	1961.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	7172	7175	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ierens, diese beginnen zunächst mit dem Staunen,fragen, Nachdenken. Danach folgen zweifeln, weiterdenken und Infragestellen.Im weiteren Verlauf werde 	ich	 genauer darauf eingehen und diese mit Aussagen bzw. Textstellen von Kinderphilosophie Experten weiterhin ausführen.    1.3.1Staunen Staunen beinhalte	4	Verfasser-Ich
HA-Phonologie-2_14-09-08_29-02-94_SB02+1203	1973.0	HA-Phonologie-2_14-09-08_29-02-94_SB02	14-09-08_HA-Phonologie-2_29-02-94_SB02.txt	ich	1203	1206	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	onen geprägt, da es neben oben genannten Assimilationsarten auch noch über Palatalisierungsassimilation verfügt (Gabka, 1978: 88).  Im Folgenden gehe 	ich	 auf die Assimilationsprozesse ein, die im Russischen auftreten, und vergleiche sie mit den Assimilationsprozessen im Deutschen.  Böttger (2008) besch	4	Verfasser-Ich
HA-Phonologie-Kapitel-4_13-08-17_29-02-94_SB13+282	1974.0	HA-Phonologie-Kapitel-4_13-08-17_29-02-94_SB13	13-08-17_HA-Phonologie-Kapitel-4_29-02-94_SB13.txt	ich	282	285	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ch Unterschiede im Konsonantismus beider Sprachen und den Einfluss von negativem Transfer erklären lässt.  4.1.1. Assimilation   Zunächst beschäftige 	ich	 mich mit dem Phänomen der Assimilation, da die Unterschiede in diesem phonologischen Prozess zu Ausspracheabweichungen bei Deutschlernern mit russisc	4	Verfasser-Ich
HA-Rolle-der-Frau_15-02-09_16-02-00_SB02+3559	1988.0	HA-Rolle-der-Frau_15-02-09_16-02-00_SB02	15-02-09_HA-Rolle-der-Frau_16-02-00_SB02.txt	ich	3559	3562	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	“ Andererseits überlegt sie: „Wenn ich einmal heirate, werde ich es wahrscheinlich billiger tun.“(FE, S. 56) Anhand der Novelle „Fräulein Else“ werde 	ich	 versuchen die verschiedenen Rollen einer jungen Frau um 1900 zu beschreiben (und kritisch zu hinterfragen). Dies geschieht vor dem Hintergrund der bü	4	Verfasser-Ich
HA-Rolle-der-Frau_15-02-09_16-02-00_SB02+6024	1989.0	HA-Rolle-der-Frau_15-02-09_16-02-00_SB02	15-02-09_HA-Rolle-der-Frau_16-02-00_SB02.txt	ich	6024	6027	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	spiel, wählen zu dürfen. Quelle So wie die Suffragetten in England vorm Ersten Weltkrieg.  2.1.1. Frauen in der Wissenschaft In diesem Abschnitt will 	ich	 in einem Exkurs die historische Entwicklung der Geschlechterordnung am Beispiel des Wissenschaftsbetriebes aufzeigen, womit ich verdeutlichen will, d	4	Verfasser-Ich
HA-Rolle-der-Frau_15-02-09_16-02-00_SB02+6152	1990.0	HA-Rolle-der-Frau_15-02-09_16-02-00_SB02	15-02-09_HA-Rolle-der-Frau_16-02-00_SB02.txt	ich	6152	6155	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	diesem Abschnitt will ich in einem Exkurs die historische Entwicklung der Geschlechterordnung am Beispiel des Wissenschaftsbetriebes aufzeigen, womit 	ich	 verdeutlichen will, das Zuschreibungen von Rollenmodellen und Konzepte veränderbar sind.  Christina von Braun und Inge Stephan beschreiben in der Ein	4	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+17568	2069.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	17568	17571	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	st, wenn von „Migrantenkinder“ oder „Schüler aus Migrantenfamilie“ die Rede ist.24  Die Diskriminierungstheorie In diesem Teil der Hausarbeit befasse 	ich	 mich mit dem Begriff Diskriminierung im Hinblick auf Migranten und der Institutionellen Diskriminierung. Der Wortlaut „Diskriminierung“ stammt aus de	4	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+26383	2070.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	26383	26386	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	Arbeitsmarkt nach den Geschlechtern statt. Eine ausführliche Behandlung dieses Themas steht jedoch nicht im Rahmen dieser Hausarbeit. Vielmehr möchte 	ich	 mich mit der Diskriminierung in Bezug auf Kinder mit Migrationshintergrund im deutschen Bildungssystem befassen.  Das deutsche Bildungssystem glieder	4	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+29420	2071.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	29420	29423	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	r Sekundarstufe 1. Jedoch darf nicht vergessen werden, dass das Schul- und Bildungssystem dabei auch eine wichtige Rolle spielt. An diesem Teil werde 	ich	 mich mit zwei Aspekten befassen: Die Erklärung weshalb es einen erheblichen Leistungsunterschied zwischen Kindern mit Migrationshintergrund im Vergle	4	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+3655	2066.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	3655	3658	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	 PISA-Studie geworfen. Die PISA-Studie führt seit Jahren eine quantitative Forschung über das Bildungsniveau in den europäischen Ländern. Zudem werde 	ich	 mich mit der Theorie der Institutionellen Diskriminierung in Bezug auf Migrantenkinder im deutschen Schulsystem befassen und mögliche Wege zu einer b	4	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+3866	2067.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	3866	3869	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	 in Bezug auf Migrantenkinder im deutschen Schulsystem befassen und mögliche Wege zu einer besseren Integration vorführen. In meiner Hausarbeit werde 	ich	 mich Außerdem mit der Frage befassen, Warum ist unser Bildungssystem so wenig im Bereicht der Bekämpfung der Diskriminirung lernfähig?   Definition I	4	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+6762	2068.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	6762	6765	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	igt, dass Deutschland sich bereits seit einem längeren Zeitraum mit Integration und Migration Konfrontiert sah. Um darauf genauer einzugehen,  möchte 	ich	 kurz die Migrationsgeschichte Deutschland nach dem zweiten Weltkrieg erläutern.6  Geschichte der Zuwanderung in Deutschland   Wir werfen einen Blick 	4	Verfasser-Ich
HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02+1390	2105.0	HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02	12-12-02_HA-Vorlesungsgespraeche_26-06-32_SB02.txt	ich	1390	1393	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	rache. Wie können aber diese Sprachdefizite gefördert werden? Die Antwort darauf kann im Konzept des (Vor) Lesegespräche gefunden werden. Diese werde 	ich	 im folgenden Kapitel genauer erläutern.    Die vorliegende Hausarbeit beschäftigt sich mit dem Thema „Vorlesegespräche im Deutschunterricht.“ Das wir	4	Verfasser-Ich
HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02+231	2102.0	HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02	12-12-02_HA-Vorlesungsgespraeche_26-06-32_SB02.txt	ich	231	234	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	"präche im Deutschunterricht der Grundschule” bei  HYPERLINK ""http://www.epb.uni-hamburg.de/de/personen/klenz"" \t ""_blank"" Stefanie Klenz, beschäftige "	ich	 mich mit dem Thema „Vorlesegespräche im Deutschunterricht“ am Beispiel des Bilderbuchs „Ich bin der Stärkste im ganzen Land“ von Mario Ramos.    Die 	4	Verfasser-Ich
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+1281	1522.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	1281	1284	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	.....................           1. Einleitung Im Seminar „Filmische Inszenierung des deutsch-jüdischen Verhältnisses nach dem Holocaust“ beschäftigte 	ich	 mich ausgiebig mit der Thematik jüdische Stereotypen in dem deutschen Film „Der Ruf“.   Der ausgesuchte Film „Der Ruf“ ist von dem Regisseurs Fitz Ko	3	Verfasser-Ich
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+2021	1523.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	Ich	2021	2024	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	beschäftigt inwiefern sich die filmische Inszenierung „Der Ruf“ jüdisches Stereotype bedient und welche Zwecke mit der Verwendung dieser einhergehen. 	Ich	 werde mit der Theorie anfangen, dann mit der Analyse des 2. Sequenz und dann kommt der Fazit.   2. Stereotypen Begriffserklärung „Stereotype“ ist eig	4	Verfasser-Ich
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+4910	1525.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	Ich	4910	4913	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_20	 gibt unterschiedliche Stereotypen: Geist/Intelligenz, Religion, Handel/Geschäft, Äußeres, Geld, Reichtum, Heimatlosigkeit, Unruhe, Zersetzung u.v.m. 	Ich	 gehe auf einige Stereotypen ein. Dies sind die wichtigsten Aspekte der stereotypischen Judendarstellung.   Geist und Intelligenz Der intelligente Jud	4	Verfasser-Ich
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+9778	1526.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	9778	9781	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_25	rau findet zu ihm zurück. Der Film endet damit, dass an dem Trauerzug sich ein Fechneranhänger anschließt.  Analyse der 2. Sequenz Im Folgenden werde 	ich	 die 8. Sequenz genauer erläutern und anschließend analysieren. Mauthner sitzt und unterhält sich mit seinem Freund in einem zweiten Zimmer abseits. D	4	Verfasser-Ich
MA-Expose_11-11-28_19-23-29+231	2185.0	MA-Expose_11-11-28_19-23-29	11-11-28_MA-Expose_19-23-29.txt	ich	231	234	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	fullmatch	ahl vom Fach Chinesisch  Da ich als Muttersprachler seit 4 Jahren an einem staatlichen Gymansium jede Woche zehn Stunden Chinesisch unterrichte, sehe 	ich	 den Tedenz deutlich, dass immer mehr Schüler sich für Chinesisch interessieren und diese „Modesprache“ als dritte Fremdsprache auswählen. Daher möcht	3	Erzähler-Ich
MA-Expose_11-11-28_19-23-29+3037	2189.0	MA-Expose_11-11-28_19-23-29	11-11-28_MA-Expose_19-23-29.txt	ich	3037	3040	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ationen die einzelnen haben und ob man dieses in kategorien zusammen fassen kann, z.B. nach Alter, Geschlecht, oder Nationalitäten.  Zum Schluss wede 	ich	 beide Teile zusammenfassen.  Inhaltsverzeichnis  Einleitung  Theorie 2.1 Definition der Motive und ihre Konzepte 2.1.1 Motivation und Motiv 2.1.2 Die	4	Verfasser-Ich
MA-Expose_11-11-28_19-23-29+386	2187.0	MA-Expose_11-11-28_19-23-29	11-11-28_MA-Expose_19-23-29.txt	ich	386	389	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	en Tedenz deutlich, dass immer mehr Schüler sich für Chinesisch interessieren und diese „Modesprache“ als dritte Fremdsprache auswählen. Daher möchte 	ich	 eine empirische Studien durchführen und analysieren, welche Motivationen dahinter stehen und ob es zwischen Geschlecht, Alten und Nationalitäten was 	3	Verfasser-Ich
MA-Expose_11-11-28_19-23-29+631	2188.0	MA-Expose_11-11-28_19-23-29	11-11-28_MA-Expose_19-23-29.txt	ich	631	634	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	d ob es zwischen Geschlecht, Alten und Nationalitäten was zum Vergleich findet.  Diese Arbeit wird in zwei Teilen aufgebaut. Im ersten Teil erläutere 	ich	, die Definition der Motive und die Motivationsforschungen von den unterschiedlichen Experten. Danach werden die Beziehung zwischen Deutschland und Ch	4	Verfasser-Ich
MA-Fazit_16-08-01_23-21-75_SB02+10654	2208.0	MA-Fazit_16-08-01_23-21-75_SB02	16-08-01_MA-Fazit_23-21-75_SB02.txt	ich	10654	10657	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_25	Bereitschaft sich mit Menschen mit Migrationshintergrund auseinanderzusetzen.    In meiner Untersuchung in der Beratungsstellen für Migrantinnen habe 	ich	 Fotos bezüglich interkulturelle Öffnung gemacht. Bei der Fotos kommt dabei ein besonderer Stellenwert als Instrument der Erkenntnis zu: die Bilder be	4	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+101213	2376.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	101213	101216	Verfasser-Ich	None	Forscher-Ich	Forscher-Ich	rough_match_20	der genauen Analyse nicht um eine Form des missachtenden Verhaltenes, sondern jene Zurückhaltung stellt eine bewusste Methodik des Führungsstils dar. 	Ich	 erkenne, dass dieser zukünftig mehr in seinen Sinn und Grundlagen kommuniziert werden müsste, damit das Lehrerkollegium diesen nachvollziehen kann. 4	2	Forscher-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+116349	2388.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	116349	116352	Forscher-Ich	None	Erzähler-Ich	Erzähler-Ich	rough_match_25	war, waren Gruppenbildungen, die die Zusammenarbeit im großen Team behindern konnten, bspw. durch mangelnde Kommunikation.  • Strukturell beobachtete 	ich	, dass die Auseinandersetzungen zunächst mit durchaus ruhigen, sachlichen Diskussionen begannen und in zunehmend persönlich werdenden heftigeren Strei	2	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+147333	2406.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	147333	147336	Verfasser-Ich	None	Erzähler-Ich	Verfasser-Ich	rough_match_25	"• Ich stellte fest, dass die verbale und nonverbale Kommunikation in den Konfliktsituationen wenig wertschätzend und konstruktiv war. Äußerungen wie """	ich	" kann dir das auch mit rot aufschreiben"" oder abwertende Gesten wie Belächeln oder Augen verdrehen standen im Widerspruch zu meinen individuellen Erfa"	2	Verfasser-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+167467	2422.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	167467	167470	Erzähler-Ich	None	Forscher-Ich	Erzähler-Ich	rough_match_10	hle können auch gesundheitliche Folgen nach sich ziehen. Wertschätzung im System Schule kann anhand von verschiedenen Ausdrucksweisen gezollt werden. 	Ich	 erkannte, dass auch uns als Tandem emotionale Zuwendung zukam. Dies ist eine Erkenntnis, die ich wiederum erst im Nachhinein gefunden habe. Das beson	2	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+177509	2452.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	177509	177512	Forscher-Ich	None	Forscher-Ich	Erzähler-Ich	rough_match_5	 mit der Anerkennungstheorie profitieren. Mögliche produktive Lösungen und die persönliche Gesunderhaltung durch wenige persönliche Rückschlüsse sehe 	ich	 als einen deutlichen Nutzen für mich an. Verschiebe ich meine Perspektive von der beruflichen Sphäre auf mein Privatleben kann ich zusätzlich einen w	2	Forscher-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+18696	2323.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	18696	18699	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	rough_match_5	roblem- und Alltagssituationen in der Schule. Ich vermutete, dass der Führungsstil einen Einfluss auf den Verlauf einzelner Situationen haben könnte. 	Ich	 glaubte gegen Ende meines Praktikums, dass ich den Führungsstil verstanden hätte, der sowohl bei der Organisation als auch Moderation von Grenzsituat	3	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+24494	2338.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	24494	24497	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	gstheorien wie die von Honneth als unausweichlich für diese Arbeit angesehen werden.  3  Instrumente Zur Analyse der aufgeworfenen Hypothesen beziehe 	ich	 verschiedene Instrumente ein. Zum einen habe ich zwei spezifische Quellen ausgewählt, welche ebenfalls eine Anerkennungsproblematik in ihre jeweilige	4	Verfasser-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+40475	2352.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	Ich	40475	40478	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	rough_match_10	"tändlich. Honneth gibt der Denkfigur Hegels des ""Kampfes um Anerkennung"" einen umfangreichen Ausgangspunkt, welchem ich zunächst nicht folgen konnte. "	Ich	 konnte nicht erkennen, welche Aspekte er selbst dieser Theorie entnommen hatte. Ich hatte zunächst den Eindruck, dass Honneth keinerlei eigene Gedank	3	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+41106	2356.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	41106	41109	Erzähler-Ich	Forscher-Ich	Forscher-Ich	Erzähler-Ich	rough_match_20	. Deshalb entschied ich mich dazu, die Theorie anzuwenden und erneute Leseprozesse durchzuführen. Das mehrmalige Lesen eröffnete mir nun Klarheit und 	ich	 erkannte exakte Trennungen zwischen den Theorien Meads, Hegels und Honneths. Besonders beeindruckend finde ich dabei die Mehrschichtigkeit seines Ane	2	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+4362	2308.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	4362	4365	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_15	).  Somit liegt die Vermutung nah, dass Konflikte in Teams auf fehlende Anerkennung zurückzuführen sind. Als angehende Lehrerin für Pflegeberufe habe 	ich	 in meinem Kernpraktikum (KP) verschiedenste Situationen von Zusammenarbeit im Team und Kooperation miterlebt. Oft habe ich mir die Frage gestellt, au	4	Erzähler-Ich
MA-Prozessdatei_15-07-07_11-24-33_SB02+4485	2309.0	MA-Prozessdatei_15-07-07_11-24-33_SB02	15-07-07_MA-Prozessdatei_11-24-33_SB02.txt	ich	4485	4488	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_15	erin für Pflegeberufe habe ich in meinem Kernpraktikum (KP) verschiedenste Situationen von Zusammenarbeit im Team und Kooperation miterlebt. Oft habe 	ich	 mir die Frage gestellt, aus welchen Gründen die Zusammenarbeit scheitert. Zudem erscheint mir, dass der Alltag eines Lehrers an dieser Pflegeschule d	4	Erzähler-Ich
Magisterarbeit-Begriffe_12-04-22_22-01-33+5948	2246.0	Magisterarbeit-Begriffe_12-04-22_22-01-33	12-04-22_Magisterarbeit-Begriffe_22-01-33.txt	Ich	5948	5951	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	, indem sie einfach nicht benannt wird, sondern lediglich eine „Beschreibung des Sprachbegriffs an ihre Stelle gesetzt wird “ so Crystal (1995: 396). 	Ich	 werde hier Definitionsversuche wiedergeben, die meines Erachtens für die vorliegende Arbeit am treffendsten sind. Zum einen ist es die Definition von	4	Verfasser-Ich
Magisterarbeit-Begriffe_12-04-22_22-01-33+8602	2247.0	Magisterarbeit-Begriffe_12-04-22_22-01-33	12-04-22_Magisterarbeit-Begriffe_22-01-33.txt	ich	8602	8605	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	r Erstsprache …“(ebd.: 57). Theorien des Spracherwerbs (Dieser Text muss noch eingefügt werden )   1.3.1  Voraussetzungen der Sprachentwicklung Bevor 	ich	 mit der Darstellung der Sprachentwicklung beginne möchte ich hier kurz auf die Voraussetzungen  eingehen, die gegeben sein müssen, damit ein ungestör	4	Verfasser-Ich
Magisterarbeit-Begriffe_12-04-22_22-01-33+8663	2248.0	Magisterarbeit-Begriffe_12-04-22_22-01-33	12-04-22_Magisterarbeit-Begriffe_22-01-33.txt	ich	8663	8666	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	r Text muss noch eingefügt werden )   1.3.1  Voraussetzungen der Sprachentwicklung Bevor ich mit der Darstellung der Sprachentwicklung beginne möchte 	ich	 hier kurz auf die Voraussetzungen  eingehen, die gegeben sein müssen, damit ein ungestörter Spracherwerb erfolgen kann.  Die Sprachentwicklung beruht	4	Verfasser-Ich
Magisterarbeit-Begriffe_12-04-22_22-01-33+920	2245.0	Magisterarbeit-Begriffe_12-04-22_22-01-33	12-04-22_Magisterarbeit-Begriffe_22-01-33.txt	ich	920	923	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	extgebunden. Ein Linguist wird die Begriffe anders darstellen und definieren als z. B. ein Mediziner,Neuropsychologe oder Ethnologe.  Beginnen möchte 	ich	 mit dem Begriff Geschlecht. Myers (2008) unterscheidet zwischen: dem genetischen, dem biologischen, dem psychologischen und dem sozialen Geschlecht (	4	Verfasser-Ich
