	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4
HA-Roman_13-03-17_24-09-67_WB06_SB01+12704	2006.0	HA-Roman_13-03-17_24-09-67_WB06_SB01	13-03-17_HA-Roman_24-09-67_WB06_SB01.txt	ich	12704	12707	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"
HA-Roman_13-03-17_24-09-67_WB06_SB01+25406	2007.0	HA-Roman_13-03-17_24-09-67_WB06_SB01	13-03-17_HA-Roman_24-09-67_WB06_SB01.txt	ich	25406	25409	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Roman_13-03-17_24-09-67_WB06_SB01+26506	2008.0	HA-Roman_13-03-17_24-09-67_WB06_SB01	13-03-17_HA-Roman_24-09-67_WB06_SB01.txt	Ich	26506	26509	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Roman_13-03-17_24-09-67_WB06_SB01+26649	2009.0	HA-Roman_13-03-17_24-09-67_WB06_SB01	13-03-17_HA-Roman_24-09-67_WB06_SB01.txt	ich	26649	26652	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Roman_13-03-17_24-09-67_WB06_SB01+27609	2010.0	HA-Roman_13-03-17_24-09-67_WB06_SB01	13-03-17_HA-Roman_24-09-67_WB06_SB01.txt	ich	27609	27612	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Roman_13-03-17_24-09-67_WB06_SB01+28085	2011.0	HA-Roman_13-03-17_24-09-67_WB06_SB01	13-03-17_HA-Roman_24-09-67_WB06_SB01.txt	Ich	28085	28088	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Scaffolding-Bildungssprache-Ergaenzung_13-09-16_10-07-01_SB0+3700	2022.0	HA-Scaffolding-Bildungssprache-Ergaenzung_13-09-16_10-07-01_SB0	13-09-16_HA-Scaffolding-Bildungssprache-Ergaenzung_10-07-01_SB01.txt	ich	3700	3703	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Scaffolding-Bildungssprache-Ergaenzung_13-09-16_10-07-01_SB0+4034	2023.0	HA-Scaffolding-Bildungssprache-Ergaenzung_13-09-16_10-07-01_SB0	13-09-16_HA-Scaffolding-Bildungssprache-Ergaenzung_10-07-01_SB01.txt	ich	4034	4037	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Scaffolding-Bildungssprache_13-09-16_10-07-01_SB01+9745	2019.0	HA-Scaffolding-Bildungssprache_13-09-16_10-07-01_SB01	13-09-16_HA-Scaffolding-Bildungssprache_10-07-01_SB01.txt	ich	9745	9748	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Bildungssprache_13-09-16_10-07-01_SB01+9783	2020.0	HA-Scaffolding-Bildungssprache_13-09-16_10-07-01_SB01	13-09-16_HA-Scaffolding-Bildungssprache_10-07-01_SB01.txt	ich	9783	9786	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Bildungssprache_13-09-16_10-07-01_SB01+9837	2021.0	HA-Scaffolding-Bildungssprache_13-09-16_10-07-01_SB01	13-09-16_HA-Scaffolding-Bildungssprache_10-07-01_SB01.txt	ich	9837	9840	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Einleitung_13-09-02_10-07-01_SB01+1803	2024.0	HA-Scaffolding-Einleitung_13-09-02_10-07-01_SB01	13-09-02_HA-Scaffolding-Einleitung_10-07-01_SB01.txt	ich	1803	1806	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Einleitung_13-09-02_10-07-01_SB01+1846	2025.0	HA-Scaffolding-Einleitung_13-09-02_10-07-01_SB01	13-09-02_HA-Scaffolding-Einleitung_10-07-01_SB01.txt	ich	1846	1849	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01+132	2028.0	HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01	13-09-22_HA-Scaffolding-Scaffolding_10-07-01_SB01.txt	ich	132	135	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich*	None
HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01+40	2026.0	HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01	13-09-22_HA-Scaffolding-Scaffolding_10-07-01_SB01.txt	ich	40	43	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich*	None
HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01+7307	2029.0	HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01	13-09-22_HA-Scaffolding-Scaffolding_10-07-01_SB01.txt	ich	7307	7310	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01+7329	2030.0	HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01	13-09-22_HA-Scaffolding-Scaffolding_10-07-01_SB01.txt	ich	7329	7332	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01+7360	2031.0	HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01	13-09-22_HA-Scaffolding-Scaffolding_10-07-01_SB01.txt	ich	7360	7363	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige
HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01+78	2027.0	HA-Scaffolding-Scaffolding_13-09-22_10-07-01_SB01	13-09-22_HA-Scaffolding-Scaffolding_10-07-01_SB01.txt	ich	78	81	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich*	None
HA-Schreiben_15-05-11_06-07-35_SB02+13823	2032.0	HA-Schreiben_15-05-11_06-07-35_SB02	15-05-11_HA-Schreiben_06-07-35_SB02.txt	Ich	13823	13826	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Schreiben_15-05-11_06-07-35_SB02+13889	2033.0	HA-Schreiben_15-05-11_06-07-35_SB02	15-05-11_HA-Schreiben_06-07-35_SB02.txt	Ich	13889	13892	SB-Ich	SB-Ich	SB-Ich	SB-Ich
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+12804	2047.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	12804	12807	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+13922	2048.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	13922	13925	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+16137	2049.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	16137	16140	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+16220	2050.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	16220	16223	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+16234	2051.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	16234	16237	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+17848	2052.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	17848	17851	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+17897	2053.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	17897	17900	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+21697	2054.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	21697	21700	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+21966	2055.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	21966	21969	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+22030	2056.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	22030	22033	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+22147	2057.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	22147	22150	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+22945	2058.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	22945	22948	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+23194	2059.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	23194	23197	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+2760	2034.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	2760	2763	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+3306	2036.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	3306	3309	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+3326	2037.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	3326	3329	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+3344	2038.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	3344	3347	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+3372	2039.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	3372	3375	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+3778	2040.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	3778	3781	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+4059	2041.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	4059	4062	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+4627	2042.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	4627	4630	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+4652	2043.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	4652	4655	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+8858	2044.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	ich	8858	8861	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+9419	2045.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	9419	9422	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Schriftlinguistik_15-09-02_10-19-88_SB20+9860	2046.0	HA-Schriftlinguistik_15-09-02_10-19-88_SB20	15-09-02_HA-Schriftlinguistik_10-19-88_SB20.txt	Ich	9860	9863	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15+3621	2060.0	HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15	14-06-23_HA-Sozialistischer-Realismus_11-19-02_SB15.txt	Ich	3621	3624	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15+5103	2061.0	HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15	14-06-23_HA-Sozialistischer-Realismus_11-19-02_SB15.txt	Ich	5103	5106	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15+5178	2062.0	HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15	14-06-23_HA-Sozialistischer-Realismus_11-19-02_SB15.txt	ich	5178	5181	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15+5241	2063.0	HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15	14-06-23_HA-Sozialistischer-Realismus_11-19-02_SB15.txt	ich	5241	5244	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15+5337	2064.0	HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15	14-06-23_HA-Sozialistischer-Realismus_11-19-02_SB15.txt	Ich	5337	5340	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15+7928	2065.0	HA-Sozialistischer-Realismus_14-06-23_11-19-02_SB15	14-06-23_HA-Sozialistischer-Realismus_11-19-02_SB15.txt	Ich	7928	7931	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+17568	2069.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	17568	17571	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+26383	2070.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	26383	26386	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+29420	2071.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	29420	29423	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+3655	2066.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	3655	3658	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+3866	2067.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	3866	3869	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich
HA-Soziologie-Integration_15-06-24_28-30-43_SB28+6762	2068.0	HA-Soziologie-Integration_15-06-24_28-30-43_SB28	15-06-24_HA-Soziologie-Integration_28-30-43_SB28.txt	ich	6762	6765	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Sprache-Realismus_14-09-01_11-19-02+6042	2072.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	Ich	6042	6045	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sprache-Realismus_14-09-01_11-19-02+6154	2073.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	ich	6154	6157	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sprache-Realismus_14-09-01_11-19-02+6238	2074.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	ich	6238	6241	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sprache-Realismus_14-09-01_11-19-02+6287	2075.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	Ich	6287	6290	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sprache-Realismus_14-09-01_11-19-02+6427	2076.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	ich	6427	6430	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sprache-Realismus_14-09-01_11-19-02+8684	2077.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	Ich	8684	8687	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Sprache-Realismus_14-09-01_11-19-02+8877	2078.0	HA-Sprache-Realismus_14-09-01_11-19-02	14-09-01_HA-Sprache-Realismus_11-19-02.txt	ich	8877	8880	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+11761	2083.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	ich	11761	11764	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+13296	2084.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	ich	13296	13299	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+13468	2085.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	Ich	13468	13471	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+13649	2086.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	ich	13649	13652	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+22806	2087.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	Ich	22806	22809	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+5639	2079.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	ich	5639	5642	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+6174	2080.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	ich	6174	6177	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+6236	2081.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	Ich	6236	6239	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Texthabitualisierung_15-08-26_10-19-88_SB20+6321	2082.0	HA-Texthabitualisierung_15-08-26_10-19-88_SB20	15-08-26_HA-Texthabitualisierung_10-19-88_SB20.txt	ich	6321	6324	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02+13289	2107.0	HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02	12-12-02_HA-Vorlesungsgespraeche_26-06-32_SB02.txt	Ich	13289	13292	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02+1390	2105.0	HA-Vorlesungsgespraeche_12-12-02_26-06-32_SB02	12-12-02_HA-Vorlesungsgespraeche_26-06-32_SB02.txt	ich	1390	1393	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
