	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+1281	1522.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	1281	1284	Verfasser-Ich	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich	fullmatch	.....................           1. Einleitung Im Seminar „Filmische Inszenierung des deutsch-jüdischen Verhältnisses nach dem Holocaust“ beschäftigte 	ich	 mich ausgiebig mit der Thematik jüdische Stereotypen in dem deutschen Film „Der Ruf“.   Der ausgesuchte Film „Der Ruf“ ist von dem Regisseurs Fitz Ko
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+15927	1527.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	15927	15930	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+15991	1528.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	15991	15994	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+16328	1529.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	16328	16331	Erzähler-Ich*	Forscher-Ich*	Forscher-Ich	Erzähler-Ich*	no_match	None	None	None
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+2021	1523.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	Ich	2021	2024	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	beschäftigt inwiefern sich die filmische Inszenierung „Der Ruf“ jüdisches Stereotype bedient und welche Zwecke mit der Verwendung dieser einhergehen. 	Ich	 werde mit der Theorie anfangen, dann mit der Analyse des 2. Sequenz und dann kommt der Fazit.   2. Stereotypen Begriffserklärung „Stereotype“ ist eig
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+3513	1524.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	3513	3516	Forscher-Ich*	Forscher-Ich*	Forscher-Ich	Forscher-Ich	rough_match_15	gsgleichheit bringen. Beide Termini sind vor allem abstrakt und theoretisch. Ihr Vergleich ist seinerseits theoretisch aus dem einfachen Grund, dass s	ich	 kein Bild dessen, was ich den realen Juden nenne, zeichnen lässt. Wenn wir versuchen, einem solchen Bild Konturen zu geben, müssen wir unausweichlich
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+4910	1525.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	Ich	4910	4913	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_20	 gibt unterschiedliche Stereotypen: Geist/Intelligenz, Religion, Handel/Geschäft, Äußeres, Geld, Reichtum, Heimatlosigkeit, Unruhe, Zersetzung u.v.m. 	Ich	 gehe auf einige Stereotypen ein. Dies sind die wichtigsten Aspekte der stereotypischen Judendarstellung.   Geist und Intelligenz Der intelligente Jud
HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0+9778	1526.0	HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_12-0	12-03-10_HA-der-Gebrauch-juedischer-Stereotypen-in-deutschen-Medien_26-24-82_SB16.txt	ich	9778	9781	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_25	rau findet zu ihm zurück. Der Film endet damit, dass an dem Trauerzug sich ein Fechneranhänger anschließt.  Analyse der 2. Sequenz Im Folgenden werde 	ich	 die 8. Sequenz genauer erläutern und anschließend analysieren. Mauthner sitzt und unterhält sich mit seinem Freund in einem zweiten Zimmer abseits. D
HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13+7461	1643.0	HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13	12-10-08_HA-kindliche-Spielkommunikation_11-13-38_SB13.txt	Ich	7461	7464	SB-Ich	None	None	None	fullmatch	ird zum Erzählenswerten Erlebnisse, deren Struktur sich durch etwas Unerwartetes ergibt: Divergenzerfahrung zwischen Ereignis und vorgängigem Wissen  	Ich	 habe nur bis hierher kommentiert, da ich beim weiteren Text das Gefühl hatte, dass er noch nicht fertig bzw. erarbeitet ist.  Sprechausdruck nach Bos
HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13+7462	1669.0	HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13	12-10-08_HA-kindliche-Spielkommunikation_11-13-38_SB13.txt	None	7462	7465	None	SB-Ich	SB-Ich	SB-Ich	rough_match_5	ird zum Erzählenswerten Erlebnisse, deren Struktur sich durch etwas Unerwartetes ergibt: Divergenzerfahrung zwischen Ereignis und vorgängigem Wissen  	Ich	 habe nur bis hierher kommentiert, da ich beim weiteren Text das Gefühl hatte, dass er noch nicht fertig bzw. erarbeitet ist.  Sprechausdruck nach Bos
HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13+7502	1644.0	HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13	12-10-08_HA-kindliche-Spielkommunikation_11-13-38_SB13.txt	ich	7502	7505	SB-Ich	None	None	None	fullmatch	 Struktur sich durch etwas Unerwartetes ergibt: Divergenzerfahrung zwischen Ereignis und vorgängigem Wissen  Ich habe nur bis hierher kommentiert, da 	ich	 beim weiteren Text das Gefühl hatte, dass er noch nicht fertig bzw. erarbeitet ist.  Sprechausdruck nach Bose  „an sprachliche Formulierungen gebunde
HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13+7503	1670.0	HA-kindliche-Spielkommunikation_12-10-08_11-13-38_SB13	12-10-08_HA-kindliche-Spielkommunikation_11-13-38_SB13.txt	None	7503	7506	None	SB-Ich	SB-Ich	SB-Ich	rough_match_5	 Struktur sich durch etwas Unerwartetes ergibt: Divergenzerfahrung zwischen Ereignis und vorgängigem Wissen  Ich habe nur bis hierher kommentiert, da 	ich	 beim weiteren Text das Gefühl hatte, dass er noch nicht fertig bzw. erarbeitet ist.  Sprechausdruck nach Bose  „an sprachliche Formulierungen gebunde
HAGenderTeil1_13-10-10_21-02-26_SB12+28596	1591.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	ich	28596	28599	"""Ich"" in Beispielen,Zitaten etc"	SB-Ich	SB-Ich	None	fullmatch	vant sind, also wichtig für eine Abfolge oder eine Voraussetzung, stimmt das Wort. Passt das Wort?  Welche grammatische und stilistische Fehler mache 	ich	 stetig? In ganzer Hausarbeit. Mir fehlt immer feste Redewendungen, die für den wissenschaftlichen Text geeignet sind. Welche???? ?????? Inhaltlich   
HAGenderTeil1_13-10-10_21-02-26_SB12+28749	6819.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	None	28749	28915	None	SB-Ich	None	None	no_match	None	None	None
HAGenderTeil1_13-10-10_21-02-26_SB12+28985	1592.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	ich	28985	28988	SB-Ich	None	SB-Ich	None	fullmatch	erbei wirklich explizit 'Studierende beider Geschlechter' oder so ähnlich sagen? Sich auseinandersetzen, reflexives Verb Hochschulalltag Interessant, 	ich	 hoffe, du gehst nochmal auf die Stereotypen ein? Warum rekonstruieren?Konstruieren verstehe ich..aber darauf gehst du auch nochmal ein, oder? Ein Kom
HAGenderTeil1_13-10-10_21-02-26_SB12+29081	1593.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	ich	29081	29084	SB-Ich	SB-Ich	SB-Ich	None	fullmatch	rsetzen, reflexives Verb Hochschulalltag Interessant, ich hoffe, du gehst nochmal auf die Stereotypen ein? Warum rekonstruieren?Konstruieren verstehe 	ich	..aber darauf gehst du auch nochmal ein, oder? Ein Kompositum Plural: die ...stellst du denn mehrere Ansätze dar? Wo ist ein Beleg? Eine Fußnote bzw. 
HAGenderTeil1_13-10-10_21-02-26_SB12+29318	1594.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	ich	29318	29321	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	SB-Ich	None	fullmatch	 du denn mehrere Ansätze dar? Wo ist ein Beleg? Eine Fußnote bzw. Quelle? Passt das Wort? Ja, passt Welche grammatische und stilistische Fehler mache 	ich	 stetig? In ganzer Hausarbeit. Mir fehlt immer feste Redewendungen, die für den wissenschaftlichen Text geeignet sind. Welche???? ?????? Inhaltlich   
HAGenderTeil1_13-10-10_21-02-26_SB12+30082	1595.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	Ich	30082	30085	SB-Ich	SB-Ich	SB-Ich	None	fullmatch	en, da du den Satz verändert hast.  Wenn das aus einem Buch ist, weil du es in „“ setzt, fehlt eine Quellenangabe ...des Sozialraums Kein Komma klein 	Ich	 verstehe immer noch nicht, wie ein Gender rekonstruiert werden kann, das klingt unsinnig Kein Komma Passt das Wort?  Welche grammatische und stilisti
HAGenderTeil1_13-10-10_21-02-26_SB12+30253	1596.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	ich	30253	30256	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	SB-Ich	None	fullmatch	ch nicht, wie ein Gender rekonstruiert werden kann, das klingt unsinnig Kein Komma Passt das Wort?  Welche grammatische und stilistische Fehler mache 	ich	 stetig? In ganzer Hausarbeit. Mir fehlt immer feste Redewendungen, die für den wissenschaftlichen Text geeignet sind. Welche???? ?????? Inhaltlich   
HAGenderTeil1_13-10-10_21-02-26_SB12+32230	1597.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	ich	32230	32233	"""Ich"" in Beispielen,Zitaten etc"	SB-Ich	SB-Ich	SB-Ich	fullmatch	richt hier vom Plural. Du spricht hier aber von dem Begriff. Sprichtdsu denn generell auch beim Habitus vom Plural? Dann wäre auch das richtig. Finde 	ich	 auf den ersten Blicknicht. Wieso? Habitus ist lat.  von habere und sagt etwas über das Verhalten aus. Stereotyp ist griechisch und sagt etwas über ei
HAGenderTeil1_13-10-10_21-02-26_SB12+32462	1598.0	HAGenderTeil1_13-10-10_21-02-26_SB12	13-10-10_HAGenderTeil1_21-02-26_SB12.txt	Ich	32462	32465	"""Ich"" in Beispielen,Zitaten etc"	SB-Ich	SB-Ich	SB-Ich	fullmatch	über das Verhalten aus. Stereotyp ist griechisch und sagt etwas über eine Person oder eine Gruppe bildhaft aus. eine sind der Das klingt kompliziert. 	Ich	 kann hieraus nicht erschließen, was genau du meinst? Wer ist der Einzelne? Wer sind die jeweiligen Gruppen? Du spricht hier von Spezifizierungen, die
HAGenderTeil2_13-10-21_21-02-26_SB12+12	1599.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	Ich	12	15	"""Ich"" in Beispielen,Zitaten etc"	SB-Ich	SB-Ich	SB-Ich	fullmatch		Ich	 finde deine Arbeit interessant, aber es wäre schön, wenn du in deinem Fazit mehr differenziertere eigene Gedanken bzw. Reflexion miteinbringen könnte
HAGenderTeil2_13-10-21_21-02-26_SB12+13490	1600.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	Ich	13490	13493	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	 oder? Quelle Daraus resultiert...oder daraus ging hervor klein ...einen eigenen Lernstil hat, der eine lernt... Das kommt plötzlich ohne Einleitung. 	Ich	 verstehe hier den Zusammenhang nicht. Es fehlt eine Einleitung...zu welchem Thema wurde untersucht? Ziehen die Frauen die intrinsische Motivation vor
HAGenderTeil2_13-10-21_21-02-26_SB12+14226	1601.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	ich	14226	14229	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	 sagen: benachteiligt sind oder angebelich beanchteiligt sind oder auf Grund der Statistik deutlich im Nachteil stehen. ...wahrgenommen? Das verstehe 	ich	 nicht. Dissonante Rolle ja, aber der ganze Satz ergibt für mich keinen Sinn. Kannst du den so umformulieren, dass die Aussage klar wird? Der Satzbau 
HAGenderTeil2_13-10-21_21-02-26_SB12+14781	1280.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	ich	14781	14784	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	eser Stelle. Im Vergleich dazu, sind Menschen die vom stereotypischen Denken unabhängig sind, ihre Potenziale besser einschätzen können. Die Verstehe 	ich	 nicht, wer droht mit einem Stereotyp und warum droht der/die? Oder meinst du Bedrohung? Der Satz ist unklar und es fehtl ein Zusammenhang der nachvol
HAGenderTeil2_13-10-21_21-02-26_SB12+15106	1602.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	ich	15106	15109	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	 nur kaum? Plural oder Singular? Wenn Sing: Es besteht...kein Unterschied … wenn Plural: Es bestehen...keine Unterschiede ...Kasus! den Na, das hoffe 	ich	, das wir zum Thema kommen. :) Wegen des Plurals: Herstellungsprozesse der Wer sagt denn das? Quelle? Quelle? berichten Aber wofür haben sie eine höhe
HAGenderTeil2_13-10-21_21-02-26_SB12+15856	1603.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	ich	15856	15859	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	gen Quellenangabe Hochschulen längst schon eLearning  haben, Medien als Lernprozess eingeführt sind. Downloading ist eingedeutscht klein Das verstehe 	ich	 nicht. Es muss ein anders passenderes Verb zum Verständnis des satzes geben. Ich verstehe die letzten Sätze nicht wirklich. Der Sinn bleibt mir versc
HAGenderTeil2_13-10-21_21-02-26_SB12+15937	1604.0	HAGenderTeil2_13-10-21_21-02-26_SB12	13-10-21_HAGenderTeil2_21-02-26_SB12.txt	Ich	15937	15940	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	ss eingeführt sind. Downloading ist eingedeutscht klein Das verstehe ich nicht. Es muss ein anders passenderes Verb zum Verständnis des satzes geben. 	Ich	 verstehe die letzten Sätze nicht wirklich. Der Sinn bleibt mir verschlossen.    
HAGender_13-10-11_21-02-26_SB12+29992	1279.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	29992	29995	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	SB-Ich	Sonstige	fullmatch	vant sind, also wichtig für eine Abfolge oder eine Voraussetzung, stimmt das Wort. Passt das Wort?  Welche grammatische und stilistische Fehler mache 	ich	 stetig? In ganzer Hausarbeit. Mir fehlt immer feste Redewendungen, die für den wissenschaftlichen Text geeignet sind. Welche???? ?????? Inhaltlich   
HAGender_13-10-11_21-02-26_SB12+30145	1581.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	Ich	30145	30148	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	 stetig? In ganzer Hausarbeit. Mir fehlt immer feste Redewendungen, die für den wissenschaftlichen Text geeignet sind. Welche???? ?????? Inhaltlich   	Ich	 habe Probleme mit dem 'hat'. Es impliziert, dass es eine ausdrückliche Aufforderung ist. Vielleicht sollte hier lieber 'soll' stehen? Oder hat die Au
HAGender_13-10-11_21-02-26_SB12+30358	1582.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	30358	30361	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	sdrückliche Aufforderung ist. Vielleicht sollte hier lieber 'soll' stehen? Oder hat die Aufgaben Sich auseinandersetzen, reflexives Verb Interessant, 	ich	 hoffe, du gehst nochmal auf die Stereotypen ein? Warum rekonstruieren?Konstruieren verstehe ich..aber darauf gehst du auch nochmal ein, oder? Ein Kom
HAGender_13-10-11_21-02-26_SB12+30454	1583.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	30454	30457	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	 Sich auseinandersetzen, reflexives Verb Interessant, ich hoffe, du gehst nochmal auf die Stereotypen ein? Warum rekonstruieren?Konstruieren verstehe 	ich	..aber darauf gehst du auch nochmal ein, oder? Ein Kompositum Wo ist ein Beleg? Eine Fußnote bzw. Quelle? Hier ist es in „“ gesetzt. Ist das ein Zitat
HAGender_13-10-11_21-02-26_SB12+31017	1584.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	Ich	31017	31020	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	u vgl. dahin setzen, da du den Satz verändert hast.  Wenn das aus einem Buch ist, weil du es in „“ setzt, fehlt eine Quellenangabe ...des Sozialraums 	Ich	 verstehe immer noch nicht, wie ein Gender rekonstruiert werden kann, das klingt unsinnig Die Frage hier ist: Warum ist es Kursiv und warum sind wo fä
HAGender_13-10-11_21-02-26_SB12+31650	1585.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	31650	31653	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	...kommt da noch etwas vor dem und? Dem ganzen Satz fehlt durch den Anfang eine Verständlichkeit. Richtig! Warum rekonstruieren?Konstruieren verstehe 	ich	..aber darauf gehst du auch nochmal ein, oder? Wenn das Zitat länger als drei Zeilen ist, schreibst du es abgesetzt in einer anderen Schriftgröße...z.
HAGender_13-10-11_21-02-26_SB12+32299	1586.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	Ich	32299	32302	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	ruck? Vom wem ist der Ausdruck? Quellenangabe...ist das Bordieu? Dann die Literaturangabe bitte. Wo steht das?  Ist das ein zitierter Textausschnitt? 	Ich	 versteh nicht warum da [ ] steht ohne Quellenagabe. Wenn es Direktzitate sind immer „“ angeben und wie oben erklärt alle Zitate die länger als drei Z
HAGender_13-10-11_21-02-26_SB12+32816	1587.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	32816	32819	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	richt hier vom Plural. Du spricht hier aber von dem Begriff. Sprichtdsu denn generell auch beim Habitus vom Plural? Dann wäre auch das richtig. Finde 	ich	 auf den ersten Blicknicht. Wieso? Habitus ist lat.  von habere und sagt etwas über das Verhalten aus. Stereotyp ist griechisch und sagt etwas über ei
HAGender_13-10-11_21-02-26_SB12+33043	1588.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	Ich	33043	33046	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	twas über das Verhalten aus. Stereotyp ist griechisch und sagt etwas über eine Person oder eine Gruppe bildhaft aus. eine der Das klingt kompliziert. 	Ich	 kann hieraus nicht erschließen, was genau du meinst? Wer ist der Einzelne? Wer sind die jeweiligen Gruppen? Du spricht hier von Spezifizierungen, die
HAGender_13-10-11_21-02-26_SB12+34296	1589.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	34296	34299	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	r sind....es kommt darauf an, was für eine Quelle du hast. 'Verliererin' ist zu deutlich und hart, zudem unwissenschaftlich ohne Belege. Das verstehe 	ich	 nicht. Dissonante Rolle ja, aber der ganze Satz ergibt für mich keinen Sinn. Kannst du den so umformulieren, dass die Aussage klar wird? Der Satzbau 
HAGender_13-10-11_21-02-26_SB12+34915	1652.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	34915	34918	SB-Ich	SB-Ich	None	SB-Ich	fullmatch	Vergleich dazu, sind Menschen die vom stereotypischen Denken unabhängig sind, ihre Potenziale besser einschätzen können. Wieso denn Drohung? Verstehe 	ich	 nicht, wer droht mit einem Stereotyp und warum droht der/die? Oder meinst du Bedrohung? Ob es im eLearning mit der unterschätzten Selbsteinschätzung 
HAGender_13-10-11_21-02-26_SB12+35941	1590.0	HAGender_13-10-11_21-02-26_SB12	13-10-11_HAGender_21-02-26_SB12.txt	ich	35941	35944	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	gen Quellenangabe Hochschulen längst schon eLearning  haben, Medien als Lernprozess eingeführt sind. Downloading ist eingedeutscht klein Das verstehe 	ich	 nicht. Es muss ein anders passenderes Verb zum Verständnis des Satzes geben.   
HASangkuriang_13-09-08_11-13-38+2254	2012.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	ich	2254	2257	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ng  In der Sprache können auch Komposita vorkommen.  Beispiel:  Feste Wortstellung Istri kakak       aku meninggal tahun kemarin Frau älterer Bruder  	ich	   sterben         Jahr      letzte Die Frau von meinem Bruder ist letztes Jahr gestorben.   Komposita Telepon genggam: Handy Telefon   halten   Rumah
HASangkuriang_13-09-08_11-13-38+3134	2013.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	ich	3134	3137	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	te Aktion.  Besok     aku   datang    ke  pesta  kamu.  Aku         sudah         membeli kado      juga untuk kamu.                          Morgen  	ich	    kommen zu Party   deiner. Ich  (Aspektmarker)  kaufen Geschenk auch  für   dich        Morgen will ich zu deiner Party kommen. Ich habe auch schon
HASangkuriang_13-09-08_11-13-38+3167	2014.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	Ich	3167	3170	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	g    ke  pesta  kamu.  Aku         sudah         membeli kado      juga untuk kamu.                          Morgen  ich    kommen zu Party   deiner. 	Ich	  (Aspektmarker)  kaufen Geschenk auch  für   dich        Morgen will ich zu deiner Party kommen. Ich habe auch schon ein Geschenk für dich gekauft. D
HASangkuriang_13-09-08_11-13-38+3240	2015.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	ich	3240	3243	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ntuk kamu.                          Morgen  ich    kommen zu Party   deiner. Ich  (Aspektmarker)  kaufen Geschenk auch  für   dich        Morgen will 	ich	 zu deiner Party kommen. Ich habe auch schon ein Geschenk für dich gekauft. Der Plural in der indonesischen Sprache benötigt bei Nomen keinen Suffix. 
HASangkuriang_13-09-08_11-13-38+3268	2016.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	Ich	3268	3271	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	        Morgen  ich    kommen zu Party   deiner. Ich  (Aspektmarker)  kaufen Geschenk auch  für   dich        Morgen will ich zu deiner Party kommen. 	Ich	 habe auch schon ein Geschenk für dich gekauft. Der Plural in der indonesischen Sprache benötigt bei Nomen keinen Suffix. Des Weiteren wird die Redupl
HASangkuriang_13-09-08_11-13-38+4860	2017.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	ich	4860	4863	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	Du) wirst nach Wasser gefragt, stattdessen prahlst (du) mit (deinem) Reichtum.  A: Mau ke mana?  B: Mau ke kebun binatang  A: Wo willst (du) hin? B: (	ich	) will in den Zoo (gehen/fahren).  Meski kami sudah lama berteman, tetapi selalu saja bertengkar. Obwohl wir schon lange befreundet sind, streiten (wi
HASangkuriang_13-09-08_11-13-38+7272	2018.0	HASangkuriang_13-09-08_11-13-38	13-09-08_HASangkuriang_11-13-38.txt	Ich	7272	7275	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ntaren auf. Beispiel: A: Ada telepon buat kamu.  B: Siapa? A: Es gibt einen Anruf für dich.  B: Wer?  A: Aku tidak suka film itu.  B: iya, jelek.  A: 	Ich	 mag diesen Film nicht. B: Ja, schlecht.   Indonesische Folklore Die Forschung der indonesischen Folklore wird eigentlich schon seit 1887 von H. Kern 
HA_13-03-25_01-18-93_SB16+6284	1261.0	HA_13-03-25_01-18-93_SB16	13-03-25_HA_01-18-93_SB16.txt	ich	6284	6287	SB-Ich	SB-Ich	SB-Ich	SB-Ich	no_match	None	None	None
Hausarbeit-Demokratiebildung_13-10-20_05-18-57_SB12+7440	2089.0	Hausarbeit-Demokratiebildung_13-10-20_05-18-57_SB12	13-10-20_Hausarbeit-Demokratiebildung_05-18-57_SB12.txt	ich	7440	7443	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	Quelle? . weg! Liebe NAME, die Einleitung ist zu lang und vieles was du sagst, sollte vielleicht lieber in das Fazit! Es ist richtig was du sagst und 	ich	 teile deine Meinung, aber wir müssen das morgen besprechen! Versuche die Einleitung wirklich objektiv zu halten, das was du schreibst klingt sehr nac
